0.0  0.0
0.5  0
1  0
1.5  0
2  0
2.5  0
3  0
3.5  0
4  0
4.5  0
5  0
5.5  0
6  0
6.5  0
7  0
7.5  0
8  0
8.5  0
9  0
9.5  0
10  0
10.5  0
11  0
11.5  0
12  0
12.5  0
13  0
13.5  0
14  0
14.5  0
15  0
15.5  0
16  0
16.5  0
17  0
17.5  0
18  0
18.5  0
19  0
19.5  0
20  916
20.5  1155
21  1313
21.5  1234
22  1247
22.5  1257
23  1300
23.5  1173
24  1248
24.5  1208
25  1274
25.5  1365
26  1301
26.5  1288
27  1285
27.5  1364
28  1350
28.5  1314
29  1295
29.5  1321
30  1381
30.5  1346
31  1368
31.5  1417
32  1328
32.5  1404
33  1475
33.5  1471
34  1406
34.5  1476
35  1421
35.5  1392
36  1438
36.5  1472
37  1568
37.5  1476
38  1529
38.5  1444
39  1539
39.5  1512
40  1574
40.5  1084
41  0
41.5  0
42  0
42.5  0
43  0
43.5  0
44  0
44.5  0
45  0
45.5  0
46  0
46.5  0
47  0
47.5  0
48  0
48.5  0
49  0
49.5  0
50  0
50.5  0
51  0
51.5  0
52  0
52.5  0
53  0
53.5  0
54  0
54.5  0
55  0
55.5  0
56  0
56.5  0
57  0
57.5  0
58  0
58.5  0
59  0
