0.0  0.0
0.00592537  0
0.0125529  2
0.0199451  1
0.0281693  1
0.037298  2
0.0474097  3
0.0585887  1
0.070926  4
0.0845197  1
0.0994754  3
0.115907  2
0.133936  1
0.153695  2
0.175325  3
0.198979  2
0.22482  2
0.253026  1
0.283784  3
0.317299  1
0.35379  15
0.393491  4
0.436655  5
0.483552  2
0.534474  0
0.589733  3
0.649664  2
0.714627  8
0.785007  4
0.861219  2
0.943706  3
1.03295  1
1.12945  1
1.23376  2
1.34646  4
1.46819  4
1.59962  2
1.74148  1
1.89452  2
2.05959  3
2.23756  1
2.4294  6
2.63612  2
2.8588  5
3.09862  2
3.35682  2
3.63474  13
3.93381  3
4.25556  21
4.60163  0
4.97377  1
5.37385  0
5.80389  3
6.26602  2
6.76253  2
7.29589  4
7.86871  1
8.4838  2
9.14416  3
9.85298  1
10.6137  0
11.43  5
12.3057  1
13.2451  2
14.2527  4
15.3331  0
16.4915  0
17.7333  2
19.0645  0
20.4911  1
22.0198  2
23.6578  1
25.4125  0
27.2922  0
29.3054  1
31.4613  0
33.7699  1
36.2415  0
38.8875  1
41.7199  0
44.7513  0
47.9955  0
51.4671  0
55.1815  0
59.1555  0
63.4066  0
67.9539  0
72.8174  2
78.0186  0
83.5806  0
89.5279  0
95.8864  0
102.684  0
109.951  0
117.718  0
126.02  1
134.892  0
144.373  0
154.505  0
165.33  0
176.895  0
189.25  0
202.449  0
216.547  0
231.606  0
247.688  0
264.863  0
283.204  0
302.789  0
323.7  0
346.026  0
369.861  0
395.306  0
422.468  0
451.461  0
482.407  0
515.435  0
550.683  0
588.298  0
628.438  0
671.269  0
716.97  0
765.73  0
817.75  0
873.247  0
932.45  0
995.603  0
1062.97  0
1134.82  0
1211.45  0
1293.18  0
1380.34  0
1473.29  0
1572.42  0
1678.11  0
1790.81  0
1910.97  0
2039.09  0
2175.68  0
2321.3  0
2476.53  0
2642.01  0
2818.41  0
3006.43  0
3206.85  0
3420.45  0
3648.11  0
3890.75  0
4149.32  0
4424.88  0
4718.53  0
5031.44  0
5364.87  0
5720.15  0
6098.69  0
6502.01  0
6931.71  0
7389.5  0
7877.22  0
8396.78  0
8950.26  0
9539.85  0
10167.9  0
10836.9  0
11549.4  0
12308.3  0
13116.7  0
13977.6  0
14894.5  0
15870.9  0
16910.8  0
18018.2  0
19197.5  0
20453.2  0
21790.4  0
23214.2  0
24730.2  0
26344.4  0
28063.1  0
29892.9  0
31841.1  0
33915.2  0
36123.3  0
38473.9  0
40976.4  0
43640.3  0
46476  0
49494.5  0
52707.6  0
56127.7  0
59768.1  0
63642.8  0
67766.8  0
72156.1  0
76827.6  0
81799.4  0
87090.7  0
92721.8  0
98714.5  0
