0.0  0.0
0.5  0
1  0
1.5  0
2  0
2.5  0
3  0
3.5  0
4  0
4.5  0
5  0
5.5  0
6  0
6.5  0
7  0
7.5  0
8  0
8.5  0
9  0
9.5  0
10  0
10.5  0
11  0
11.5  0
12  0
12.5  0
13  0
13.5  0
14  0
14.5  0
15  0
15.5  0
16  0
16.5  0
17  0
17.5  0
18  0
18.5  0
19  0
19.5  0
20  442073
20.5  594646
21  600136
21.5  606258
22  613247
22.5  619484
23  626278
23.5  633554
24  639556
24.5  647758
25  655549
25.5  662215
26  667333
26.5  674289
27  682179
27.5  691446
28  699189
28.5  703571
29  712395
29.5  720357
30  730360
30.5  736292
31  745244
31.5  751593
32  760764
32.5  767249
33  774586
33.5  786083
34  796193
34.5  803446
35  810963
35.5  819766
36  828864
36.5  839877
37  848116
37.5  857077
38  866722
38.5  876427
39  888375
39.5  895264
40  905340
40.5  684787
41  0
41.5  0
42  0
42.5  0
43  0
43.5  0
44  0
44.5  0
45  0
45.5  0
46  0
46.5  0
47  0
47.5  0
48  0
48.5  0
49  0
49.5  0
50  0
50.5  0
51  0
51.5  0
52  0
52.5  0
53  0
53.5  0
54  0
54.5  0
55  0
55.5  0
56  0
56.5  0
57  0
57.5  0
58  0
58.5  0
59  0
