/gps/hist/point 0.0  0.0
/gps/hist/point 0.00166667  14
/gps/hist/point 0.00333333  5
/gps/hist/point 0.005  12
/gps/hist/point 0.00666667  6
/gps/hist/point 0.00833333  9
/gps/hist/point 0.01  8
/gps/hist/point 0.0116667  6
/gps/hist/point 0.0133333  8
/gps/hist/point 0.015  6
/gps/hist/point 0.0166667  14
/gps/hist/point 0.0183333  13
/gps/hist/point 0.02  10
/gps/hist/point 0.0216667  12
/gps/hist/point 0.0233333  8
/gps/hist/point 0.025  7
/gps/hist/point 0.0266667  3
/gps/hist/point 0.0283333  12
/gps/hist/point 0.03  13
/gps/hist/point 0.0316667  11
/gps/hist/point 0.0333333  17
/gps/hist/point 0.035  6
/gps/hist/point 0.0366667  10
/gps/hist/point 0.0383333  16
/gps/hist/point 0.04  8
/gps/hist/point 0.0416667  8
/gps/hist/point 0.0433333  13
/gps/hist/point 0.045  11
/gps/hist/point 0.0466667  8
/gps/hist/point 0.0483333  9
/gps/hist/point 0.05  12
/gps/hist/point 0.0516667  10
/gps/hist/point 0.0533333  7
/gps/hist/point 0.055  16
/gps/hist/point 0.0566667  12
/gps/hist/point 0.0583333  10
/gps/hist/point 0.06  12
/gps/hist/point 0.0616667  5
/gps/hist/point 0.0633333  7
/gps/hist/point 0.065  14
/gps/hist/point 0.0666667  16
/gps/hist/point 0.0683333  9
/gps/hist/point 0.07  11
/gps/hist/point 0.0716667  18
/gps/hist/point 0.0733333  13
/gps/hist/point 0.075  17
/gps/hist/point 0.0766667  16
/gps/hist/point 0.0783333  9
/gps/hist/point 0.08  12
/gps/hist/point 0.0816667  13
/gps/hist/point 0.0833333  4
/gps/hist/point 0.085  5
/gps/hist/point 0.0866667  12
/gps/hist/point 0.0883333  11
/gps/hist/point 0.09  13
/gps/hist/point 0.0916667  11
/gps/hist/point 0.0933333  12
/gps/hist/point 0.095  9
/gps/hist/point 0.0966667  14
/gps/hist/point 0.0983333  10
/gps/hist/point 0.1  8
/gps/hist/point 0.101667  15
/gps/hist/point 0.103333  10
/gps/hist/point 0.105  6
/gps/hist/point 0.106667  10
/gps/hist/point 0.108333  8
/gps/hist/point 0.11  13
/gps/hist/point 0.111667  7
/gps/hist/point 0.113333  11
/gps/hist/point 0.115  8
/gps/hist/point 0.116667  8
/gps/hist/point 0.118333  6
/gps/hist/point 0.12  7
/gps/hist/point 0.121667  14
/gps/hist/point 0.123333  7
/gps/hist/point 0.125  11
/gps/hist/point 0.126667  7
/gps/hist/point 0.128333  3
/gps/hist/point 0.13  7
/gps/hist/point 0.131667  14
/gps/hist/point 0.133333  8
/gps/hist/point 0.135  13
/gps/hist/point 0.136667  11
/gps/hist/point 0.138333  13
/gps/hist/point 0.14  8
/gps/hist/point 0.141667  10
/gps/hist/point 0.143333  14
/gps/hist/point 0.145  5
/gps/hist/point 0.146667  2
/gps/hist/point 0.148333  12
/gps/hist/point 0.15  12
/gps/hist/point 0.151667  9
/gps/hist/point 0.153333  9
/gps/hist/point 0.155  6
/gps/hist/point 0.156667  7
/gps/hist/point 0.158333  5
/gps/hist/point 0.16  6
/gps/hist/point 0.161667  9
/gps/hist/point 0.163333  5
/gps/hist/point 0.165  7
/gps/hist/point 0.166667  9
/gps/hist/point 0.168333  10
/gps/hist/point 0.17  8
/gps/hist/point 0.171667  6
/gps/hist/point 0.173333  6
/gps/hist/point 0.175  17
/gps/hist/point 0.176667  6
/gps/hist/point 0.178333  12
/gps/hist/point 0.18  8
/gps/hist/point 0.181667  6
/gps/hist/point 0.183333  18
/gps/hist/point 0.185  12
/gps/hist/point 0.186667  6
/gps/hist/point 0.188333  7
/gps/hist/point 0.19  8
/gps/hist/point 0.191667  4
/gps/hist/point 0.193333  4
/gps/hist/point 0.195  4
/gps/hist/point 0.196667  7
/gps/hist/point 0.198333  5
/gps/hist/point 0.2  6
/gps/hist/point 0.201667  8
/gps/hist/point 0.203333  6
/gps/hist/point 0.205  9
/gps/hist/point 0.206667  11
/gps/hist/point 0.208333  6
/gps/hist/point 0.21  7
/gps/hist/point 0.211667  7
/gps/hist/point 0.213333  7
/gps/hist/point 0.215  8
/gps/hist/point 0.216667  4
/gps/hist/point 0.218333  10
/gps/hist/point 0.22  12
/gps/hist/point 0.221667  9
/gps/hist/point 0.223333  7
/gps/hist/point 0.225  7
/gps/hist/point 0.226667  6
/gps/hist/point 0.228333  5
/gps/hist/point 0.23  7
/gps/hist/point 0.231667  6
/gps/hist/point 0.233333  13
/gps/hist/point 0.235  2
/gps/hist/point 0.236667  5
/gps/hist/point 0.238333  4
/gps/hist/point 0.24  8
/gps/hist/point 0.241667  12
/gps/hist/point 0.243333  12
/gps/hist/point 0.245  8
/gps/hist/point 0.246667  8
/gps/hist/point 0.248333  8
/gps/hist/point 0.25  7
/gps/hist/point 0.251667  6
/gps/hist/point 0.253333  7
/gps/hist/point 0.255  5
/gps/hist/point 0.256667  9
/gps/hist/point 0.258333  5
/gps/hist/point 0.26  7
/gps/hist/point 0.261667  11
/gps/hist/point 0.263333  4
/gps/hist/point 0.265  11
/gps/hist/point 0.266667  5
/gps/hist/point 0.268333  10
/gps/hist/point 0.27  8
