/gps/hist/point 0.0  0.0
/gps/hist/point 2.74153e-05  5190
/gps/hist/point 0.000109658  15309
/gps/hist/point 0.00024672  25740
/gps/hist/point 0.000438585  35693
/gps/hist/point 0.000685233  46468
/gps/hist/point 0.000986636  56509
/gps/hist/point 0.00134276  66722
/gps/hist/point 0.00175357  76916
/gps/hist/point 0.00221902  87219
/gps/hist/point 0.00273905  97150
/gps/hist/point 0.00331362  106425
/gps/hist/point 0.00394265  116748
/gps/hist/point 0.00462608  125387
/gps/hist/point 0.00536383  136094
/gps/hist/point 0.00615583  144092
/gps/hist/point 0.00700198  153554
/gps/hist/point 0.0079022  161662
/gps/hist/point 0.00885637  169503
/gps/hist/point 0.00986441  179038
/gps/hist/point 0.0109262  185074
/gps/hist/point 0.0120416  190893
/gps/hist/point 0.0132105  199333
/gps/hist/point 0.0144329  205679
/gps/hist/point 0.0157084  210441
/gps/hist/point 0.0170371  213919
/gps/hist/point 0.0184187  217188
/gps/hist/point 0.0198532  219309
/gps/hist/point 0.0213403  220133
/gps/hist/point 0.0228798  216219
/gps/hist/point 0.0244717  207607
/gps/hist/point 0.0261158  197913
/gps/hist/point 0.0278118  189103
/gps/hist/point 0.0295596  180339
/gps/hist/point 0.031359  171696
/gps/hist/point 0.0332098  163481
/gps/hist/point 0.0351118  156006
/gps/hist/point 0.0370647  147374
/gps/hist/point 0.0390684  139802
/gps/hist/point 0.0411227  132171
/gps/hist/point 0.0432273  123288
/gps/hist/point 0.0453819  115639
/gps/hist/point 0.0475865  107657
/gps/hist/point 0.0498406  101123
/gps/hist/point 0.0521441  95127
/gps/hist/point 0.0544967  89299
/gps/hist/point 0.0568982  84201
/gps/hist/point 0.0593483  80164
/gps/hist/point 0.0618467  77377
/gps/hist/point 0.0643931  73608
/gps/hist/point 0.0669873  71494
/gps/hist/point 0.069629  68901
/gps/hist/point 0.0723179  66509
/gps/hist/point 0.0750537  64239
/gps/hist/point 0.077836  62322
/gps/hist/point 0.0806647  60118
/gps/hist/point 0.0835394  57464
/gps/hist/point 0.0864597  55560
/gps/hist/point 0.0894254  53782
/gps/hist/point 0.0924361  51472
/gps/hist/point 0.0954915  49963
/gps/hist/point 0.0985913  47827
/gps/hist/point 0.101735  46269
/gps/hist/point 0.104922  44137
/gps/hist/point 0.108153  42477
/gps/hist/point 0.111427  40629
/gps/hist/point 0.114743  39041
/gps/hist/point 0.118102  37565
/gps/hist/point 0.121502  35213
/gps/hist/point 0.124944  34418
/gps/hist/point 0.128428  32838
/gps/hist/point 0.131951  32206
/gps/hist/point 0.135516  30418
/gps/hist/point 0.13912  29377
/gps/hist/point 0.142764  28611
/gps/hist/point 0.146447  27814
/gps/hist/point 0.150168  26266
/gps/hist/point 0.153928  25359
/gps/hist/point 0.157726  24225
/gps/hist/point 0.161562  23107
/gps/hist/point 0.165435  22144
/gps/hist/point 0.169344  21392
/gps/hist/point 0.17329  20726
/gps/hist/point 0.177271  19619
/gps/hist/point 0.181288  18725
/gps/hist/point 0.18534  17752
