/gps/hist/point 0.0  0.0
/gps/hist/point 0.00592537  39
/gps/hist/point 0.0122018  55
/gps/hist/point 0.0188502  78
/gps/hist/point 0.0258925  70
/gps/hist/point 0.0333521  72
/gps/hist/point 0.0412538  102
/gps/hist/point 0.0496236  28
/gps/hist/point 0.0584893  62
/gps/hist/point 0.0678804  65
/gps/hist/point 0.0778279  61
/gps/hist/point 0.0883649  84
/gps/hist/point 0.0995262  46
/gps/hist/point 0.111349  44
/gps/hist/point 0.123872  72
/gps/hist/point 0.137137  63
/gps/hist/point 0.151189  76
/gps/hist/point 0.166073  58
/gps/hist/point 0.181838  93
/gps/hist/point 0.198538  84
/gps/hist/point 0.216228  144
/gps/hist/point 0.234965  53
/gps/hist/point 0.254813  98
/gps/hist/point 0.275837  80
/gps/hist/point 0.298107  60
/gps/hist/point 0.321697  57
/gps/hist/point 0.346684  82
/gps/hist/point 0.373151  71
/gps/hist/point 0.401187  70
/gps/hist/point 0.430884  83
/gps/hist/point 0.462341  66
/gps/hist/point 0.495662  89
/gps/hist/point 0.530957  85
/gps/hist/point 0.568344  87
/gps/hist/point 0.607946  55
/gps/hist/point 0.649894  59
/gps/hist/point 0.694328  43
/gps/hist/point 0.741395  60
/gps/hist/point 0.791251  59
/gps/hist/point 0.844061  45
/gps/hist/point 0.9  51
/gps/hist/point 0.959254  45
/gps/hist/point 1.02202  42
/gps/hist/point 1.0885  49
/gps/hist/point 1.15893  44
/gps/hist/point 1.23352  38
/gps/hist/point 1.31254  31
/gps/hist/point 1.39624  33
/gps/hist/point 1.48489  27
/gps/hist/point 1.5788  46
/gps/hist/point 1.67828  33
/gps/hist/point 1.78365  32
/gps/hist/point 1.89526  28
/gps/hist/point 2.01349  27
/gps/hist/point 2.13872  30
/gps/hist/point 2.27137  16
/gps/hist/point 2.41189  17
/gps/hist/point 2.56073  22
/gps/hist/point 2.71838  18
/gps/hist/point 2.88538  18
/gps/hist/point 3.06228  22
/gps/hist/point 3.24965  11
/gps/hist/point 3.44813  17
/gps/hist/point 3.65837  14
/gps/hist/point 3.88107  9
/gps/hist/point 4.11697  7
/gps/hist/point 4.36684  5
/gps/hist/point 4.63151  9
/gps/hist/point 4.91187  8
/gps/hist/point 5.20884  13
/gps/hist/point 5.52341  9
/gps/hist/point 5.85662  7
/gps/hist/point 6.20957  5
/gps/hist/point 6.58344  12
/gps/hist/point 6.97946  8
/gps/hist/point 7.39894  3
/gps/hist/point 7.84328  6
/gps/hist/point 8.31395  10
/gps/hist/point 8.81251  8
/gps/hist/point 9.34061  10
/gps/hist/point 9.9  5
/gps/hist/point 10.4925  9
/gps/hist/point 11.1202  13
/gps/hist/point 11.785  11
/gps/hist/point 12.4893  11
/gps/hist/point 13.2352  7
/gps/hist/point 14.0254  8
/gps/hist/point 14.8624  11
/gps/hist/point 15.7489  14
/gps/hist/point 16.688  8
/gps/hist/point 17.6828  4
/gps/hist/point 18.7365  9
/gps/hist/point 19.8526  11
/gps/hist/point 21.0349  2
/gps/hist/point 22.2872  5
/gps/hist/point 23.6137  9
/gps/hist/point 25.0189  7
/gps/hist/point 26.5073  5
/gps/hist/point 28.0838  6
/gps/hist/point 29.7538  5
/gps/hist/point 31.5228  4
/gps/hist/point 33.3965  5
/gps/hist/point 35.3813  4
/gps/hist/point 37.4837  5
/gps/hist/point 39.7107  6
/gps/hist/point 42.0697  6
/gps/hist/point 44.5684  7
/gps/hist/point 47.2151  9
/gps/hist/point 50.0187  10
/gps/hist/point 52.9884  8
/gps/hist/point 56.1341  6
/gps/hist/point 59.4662  17
/gps/hist/point 62.9957  8
/gps/hist/point 66.7344  14
/gps/hist/point 70.6946  19
/gps/hist/point 74.8894  14
/gps/hist/point 79.3328  15
/gps/hist/point 84.0395  16
/gps/hist/point 89.0251  14
/gps/hist/point 94.3061  13
/gps/hist/point 99.9  9
/gps/hist/point 105.825  10
/gps/hist/point 112.102  14
/gps/hist/point 118.75  17
/gps/hist/point 125.793  19
/gps/hist/point 133.252  18
/gps/hist/point 141.154  14
/gps/hist/point 149.524  19
/gps/hist/point 158.389  20
/gps/hist/point 167.78  20
/gps/hist/point 177.728  14
/gps/hist/point 188.265  19
/gps/hist/point 199.426  18
/gps/hist/point 211.249  11
/gps/hist/point 223.772  11
/gps/hist/point 237.037  13
/gps/hist/point 251.089  10
/gps/hist/point 265.973  15
/gps/hist/point 281.738  17
/gps/hist/point 298.438  11
/gps/hist/point 316.128  12
/gps/hist/point 334.865  9
/gps/hist/point 354.713  14
/gps/hist/point 375.737  9
/gps/hist/point 398.007  9
/gps/hist/point 421.597  5
/gps/hist/point 446.584  0
/gps/hist/point 473.051  9
/gps/hist/point 501.087  2
/gps/hist/point 530.784  8
