/gps/hist/point 0.0  0.0
/gps/hist/point 2.74153e-05  0
/gps/hist/point 0.000109658  0
/gps/hist/point 0.00024672  0
/gps/hist/point 0.000438585  0
/gps/hist/point 0.000685233  0
/gps/hist/point 0.000986636  5
/gps/hist/point 0.00134276  29
/gps/hist/point 0.00175357  254
/gps/hist/point 0.00221902  643
/gps/hist/point 0.00273905  894
/gps/hist/point 0.00331362  1154
/gps/hist/point 0.00394265  1406
/gps/hist/point 0.00462608  1507
/gps/hist/point 0.00536383  1664
/gps/hist/point 0.00615583  1751
/gps/hist/point 0.00700198  1837
/gps/hist/point 0.0079022  1964
/gps/hist/point 0.00885637  1968
/gps/hist/point 0.00986441  1945
/gps/hist/point 0.0109262  2085
/gps/hist/point 0.0120416  2062
/gps/hist/point 0.0132105  2098
/gps/hist/point 0.0144329  2131
/gps/hist/point 0.0157084  2037
/gps/hist/point 0.0170371  2138
/gps/hist/point 0.0184187  2146
/gps/hist/point 0.0198532  2035
/gps/hist/point 0.0213403  2006
/gps/hist/point 0.0228798  1862
/gps/hist/point 0.0244717  1693
/gps/hist/point 0.0261158  1693
/gps/hist/point 0.0278118  1411
/gps/hist/point 0.0295596  1476
/gps/hist/point 0.031359  1309
/gps/hist/point 0.0332098  1095
/gps/hist/point 0.0351118  1115
/gps/hist/point 0.0370647  955
/gps/hist/point 0.0390684  924
/gps/hist/point 0.0411227  796
/gps/hist/point 0.0432273  752
/gps/hist/point 0.0453819  710
/gps/hist/point 0.0475865  688
/gps/hist/point 0.0498406  617
/gps/hist/point 0.0521441  578
/gps/hist/point 0.0544967  543
/gps/hist/point 0.0568982  522
/gps/hist/point 0.0593483  470
/gps/hist/point 0.0618467  462
/gps/hist/point 0.0643931  408
/gps/hist/point 0.0669873  390
/gps/hist/point 0.069629  356
/gps/hist/point 0.0723179  313
/gps/hist/point 0.0750537  296
/gps/hist/point 0.077836  236
/gps/hist/point 0.0806647  212
/gps/hist/point 0.0835394  202
/gps/hist/point 0.0864597  184
/gps/hist/point 0.0894254  163
/gps/hist/point 0.0924361  124
/gps/hist/point 0.0954915  97
/gps/hist/point 0.0985913  89
/gps/hist/point 0.101735  73
/gps/hist/point 0.104922  66
/gps/hist/point 0.108153  60
/gps/hist/point 0.111427  31
/gps/hist/point 0.114743  38
/gps/hist/point 0.118102  29
/gps/hist/point 0.121502  30
/gps/hist/point 0.124944  25
/gps/hist/point 0.128428  22
/gps/hist/point 0.131951  17
/gps/hist/point 0.135516  15
/gps/hist/point 0.13912  9
/gps/hist/point 0.142764  15
/gps/hist/point 0.146447  16
/gps/hist/point 0.150168  14
/gps/hist/point 0.153928  19
/gps/hist/point 0.157726  11
/gps/hist/point 0.161562  14
/gps/hist/point 0.165435  14
/gps/hist/point 0.169344  16
/gps/hist/point 0.17329  16
/gps/hist/point 0.177271  11
/gps/hist/point 0.181288  10
/gps/hist/point 0.18534  8
/gps/hist/point 0.189426  14
