0.0  0.0
0.5  0
1  0
1.5  0
2  0
2.5  0
3  0
3.5  0
4  0
4.5  0
5  0
5.5  0
6  0
6.5  0
7  0
7.5  0
8  0
8.5  0
9  0
9.5  0
10  0
10.5  0
11  0
11.5  0
12  0
12.5  0
13  0
13.5  0
14  0
14.5  0
15  0
15.5  0
16  0
16.5  0
17  0
17.5  0
18  0
18.5  0
19  0
19.5  0
20  42
20.5  49
21  51
21.5  66
22  63
22.5  85
23  55
23.5  51
24  80
24.5  75
25  65
25.5  86
26  69
26.5  47
27  86
27.5  68
28  68
28.5  81
29  77
29.5  88
30  116
30.5  66
31  100
31.5  75
32  84
32.5  101
33  96
33.5  94
34  83
34.5  67
35  64
35.5  107
36  67
36.5  74
37  97
37.5  93
38  98
38.5  82
39  99
39.5  93
40  82
40.5  76
41  0
41.5  0
42  0
42.5  0
43  0
43.5  0
44  0
44.5  0
45  0
45.5  0
46  0
46.5  0
47  0
47.5  0
48  0
48.5  0
49  0
49.5  0
50  0
50.5  0
51  0
51.5  0
52  0
52.5  0
53  0
53.5  0
54  0
54.5  0
55  0
55.5  0
56  0
56.5  0
57  0
57.5  0
58  0
58.5  0
59  0
