0.0  0.0
0.5  0
1  0
1.5  0
2  0
2.5  0
3  0
3.5  0
4  0
4.5  0
5  0
5.5  0
6  0
6.5  0
7  0
7.5  0
8  0
8.5  0
9  0
9.5  0
10  0
10.5  0
11  0
11.5  0
12  0
12.5  0
13  0
13.5  0
14  0
14.5  0
15  0
15.5  0
16  0
16.5  0
17  0
17.5  0
18  0
18.5  0
19  0
19.5  0
20  398370
20.5  535423
21  541197
21.5  546954
22  552417
22.5  557581
23  563634
23.5  569395
24  577041
24.5  581993
25  587787
25.5  594456
26  600695
26.5  608092
27  614868
27.5  620442
28  628940
28.5  633733
29  641333
29.5  648790
30  656125
30.5  663774
31  671024
31.5  679322
32  684549
32.5  693988
33  700438
33.5  708324
34  715490
34.5  722241
35  733333
35.5  740628
36  750827
36.5  756911
37  765254
37.5  775457
38  784250
38.5  790398
39  801049
39.5  807669
40  820422
40.5  621104
41  0
41.5  0
42  0
42.5  0
43  0
43.5  0
44  0
44.5  0
45  0
45.5  0
46  0
46.5  0
47  0
47.5  0
48  0
48.5  0
49  0
49.5  0
50  0
50.5  0
51  0
51.5  0
52  0
52.5  0
53  0
53.5  0
54  0
54.5  0
55  0
55.5  0
56  0
56.5  0
57  0
57.5  0
58  0
58.5  0
59  0
